gesture_name,hand,capture_id,timestamp,landmark_id,landmark_name,x,y,z
right_ok_sign_2,Right,2,2026-06-04 14:56:50,17,PINKY_MCP,0.6797,0.5457,-0.0462
right_ok_sign_2,Right,2,2026-06-04 14:56:50,18,PINKY_PIP,0.7008,0.4851,-0.059
right_ok_sign_2,Right,2,2026-06-04 14:56:50,19,PINKY_DIP,0.7131,0.4427,-0.0614
right_ok_sign_2,Right,2,2026-06-04 14:56:50,20,PINKY_TIP,0.7222,0.4004,-0.0626
right_ok_sign_3,Right,3,2026-06-04 14:57:12,0,WRIST,0.6603,0.6829,0.0
right_ok_sign_3,Right,3,2026-06-04 14:57:12,1,THUMB_CMC,0.6275,0.6268,-0.0187
right_ok_sign_3,Right,3,2026-06-04 14:57:12,2,THUMB_MCP,0.6082,0.5565,-0.0331
right_ok_sign_3,Right,3,2026-06-04 14:57:12,3,THUMB_IP,0.5995,0.497,-0.0492
right_ok_sign_3,Right,3,2026-06-04 14:57:12,4,THUMB_TIP,0.6078,0.4408,-0.063
right_ok_sign_3,Right,3,2026-06-04 14:57:12,5,INDEX_MCP,0.6644,0.469,-0.0016
right_ok_sign_3,Right,3,2026-06-04 14:57:12,6,INDEX_PIP,0.6567,0.4011,-0.0356
right_ok_sign_3,Right,3,2026-06-04 14:57:12,7,INDEX_DIP,0.6343,0.4079,-0.0648
right_ok_sign_3,Right,3,2026-06-04 14:57:12,8,INDEX_TIP,0.6186,0.4317,-0.0802
right_ok_sign_3,Right,3,2026-06-04 14:57:12,9,MIDDLE_MCP,0.6993,0.4652,-0.0072
right_ok_sign_3,Right,3,2026-06-04 14:57:12,10,MIDDLE_PIP,0.7106,0.3776,-0.0247
right_ok_sign_3,Right,3,2026-06-04 14:57:12,11,MIDDLE_DIP,0.7101,0.322,-0.0415
right_ok_sign_3,Right,3,2026-06-04 14:57:12,12,MIDDLE_TIP,0.7089,0.2736,-0.0539
right_ok_sign_3,Right,3,2026-06-04 14:57:12,13,RING_MCP,0.728,0.4868,-0.0193
right_ok_sign_3,Right,3,2026-06-04 14:57:12,14,RING_PIP,0.7518,0.4149,-0.0359
right_ok_sign_3,Right,3,2026-06-04 14:57:12,15,RING_DIP,0.7613,0.3657,-0.047
right_ok_sign_3,Right,3,2026-06-04 14:57:12,16,RING_TIP,0.7663,0.3172,-0.0548
right_ok_sign_3,Right,3,2026-06-04 14:57:12,17,PINKY_MCP,0.7491,0.5286,-0.034
right_ok_sign_3,Right,3,2026-06-04 14:57:12,18,PINKY_PIP,0.779,0.481,-0.0449
right_ok_sign_3,Right,3,2026-06-04 14:57:12,19,PINKY_DIP,0.7946,0.4453,-0.0473
right_ok_sign_3,Right,3,2026-06-04 14:57:12,20,PINKY_TIP,0.804,0.4084,-0.0488
left_ok_sign_1,Left,4,2026-06-04 14:57:23,0,WRIST,0.2799,0.6832,0.0
left_ok_sign_1,Left,4,2026-06-04 14:57:23,1,THUMB_CMC,0.3257,0.6434,-0.0172
left_ok_sign_1,Left,4,2026-06-04 14:57:23,2,THUMB_MCP,0.3598,0.5736,-0.026
left_ok_sign_1,Left,4,2026-06-04 14:57:23,3,THUMB_IP,0.3842,0.5157,-0.037
left_ok_sign_1,Left,4,2026-06-04 14:57:23,4,THUMB_TIP,0.3962,0.4681,-0.0459
left_ok_sign_1,Left,4,2026-06-04 14:57:23,5,INDEX_MCP,0.3272,0.4729,-0.0007
left_ok_sign_1,Left,4,2026-06-04 14:57:23,6,INDEX_PIP,0.3516,0.41,-0.0309
left_ok_sign_1,Left,4,2026-06-04 14:57:23,7,INDEX_DIP,0.3715,0.4137,-0.0566
left_ok_sign_1,Left,4,2026-06-04 14:57:23,8,INDEX_TIP,0.3825,0.4402,-0.0684
left_ok_sign_1,Left,4,2026-06-04 14:57:23,9,MIDDLE_MCP,0.2951,0.4578,-0.0054
left_ok_sign_1,Left,4,2026-06-04 14:57:23,10,MIDDLE_PIP,0.2993,0.3672,-0.0176
left_ok_sign_1,Left,4,2026-06-04 14:57:23,11,MIDDLE_DIP,0.3055,0.3119,-0.0298
left_ok_sign_1,Left,4,2026-06-04 14:57:23,12,MIDDLE_TIP,0.3075,0.2672,-0.0379
left_ok_sign_1,Left,4,2026-06-04 14:57:23,13,RING_MCP,0.2639,0.467,-0.016
left_ok_sign_1,Left,4,2026-06-04 14:57:23,14,RING_PIP,0.2569,0.3922,-0.027
left_ok_sign_1,Left,4,2026-06-04 14:57:23,15,RING_DIP,0.2534,0.3407,-0.035
left_ok_sign_1,Left,4,2026-06-04 14:57:23,16,RING_TIP,0.2501,0.2963,-0.0402
left_ok_sign_1,Left,4,2026-06-04 14:57:23,17,PINKY_MCP,0.2326,0.4973,-0.0297
left_ok_sign_1,Left,4,2026-06-04 14:57:23,18,PINKY_PIP,0.2162,0.4496,-0.0373
left_ok_sign_1,Left,4,2026-06-04 14:57:23,19,PINKY_DIP,0.2039,0.4159,-0.0371
left_ok_sign_1,Left,4,2026-06-04 14:57:23,20,PINKY_TIP,0.193,0.3856,-0.036
left_ok_sign_2,Left,5,2026-06-04 14:57:33,0,WRIST,0.3027,0.6351,0.0
left_ok_sign_2,Left,5,2026-06-04 14:57:33,1,THUMB_CMC,0.3445,0.5824,-0.0012
left_ok_sign_2,Left,5,2026-06-04 14:57:33,2,THUMB_MCP,0.3704,0.5182,-0.0038
left_ok_sign_2,Left,5,2026-06-04 14:57:33,3,THUMB_IP,0.3906,0.469,-0.0116
left_ok_sign_2,Left,5,2026-06-04 14:57:33,4,THUMB_TIP,0.4018,0.422,-0.0184
left_ok_sign_2,Left,5,2026-06-04 14:57:33,5,INDEX_MCP,0.3123,0.4426,0.0187
left_ok_sign_2,Left,5,2026-06-04 14:57:33,6,INDEX_PIP,0.3402,0.4016,-0.0046
left_ok_sign_2,Left,5,2026-06-04 14:57:33,7,INDEX_DIP,0.3692,0.4015,-0.0264
left_ok_sign_2,Left,5,2026-06-04 14:57:33,8,INDEX_TIP,0.3907,0.414,-0.0378
left_ok_sign_2,Left,5,2026-06-04 14:57:33,9,MIDDLE_MCP,0.2921,0.427,0.0054
left_ok_sign_2,Left,5,2026-06-04 14:57:33,10,MIDDLE_PIP,0.2833,0.3457,-0.005
left_ok_sign_2,Left,5,2026-06-04 14:57:33,11,MIDDLE_DIP,0.2862,0.2946,-0.016
left_ok_sign_2,Left,5,2026-06-04 14:57:33,12,MIDDLE_TIP,0.2862,0.2528,-0.0237
left_ok_sign_2,Left,5,2026-06-04 14:57:33,13,RING_MCP,0.2731,0.4321,-0.0129
left_ok_sign_2,Left,5,2026-06-04 14:57:33,14,RING_PIP,0.2534,0.3535,-0.0255
left_ok_sign_2,Left,5,2026-06-04 14:57:33,15,RING_DIP,0.2445,0.299,-0.0326
left_ok_sign_2,Left,5,2026-06-04 14:57:33,16,RING_TIP,0.2361,0.2525,-0.0364
left_ok_sign_2,Left,5,2026-06-04 14:57:33,17,PINKY_MCP,0.2568,0.4524,-0.0327
left_ok_sign_2,Left,5,2026-06-04 14:57:33,18,PINKY_PIP,0.2338,0.3923,-0.0435
left_ok_sign_2,Left,5,2026-06-04 14:57:33,19,PINKY_DIP,0.2196,0.35,-0.0437
left_ok_sign_2,Left,5,2026-06-04 14:57:33,20,PINKY_TIP,0.2072,0.3139,-0.0425
left_ok_sign_3,Left,6,2026-06-04 14:57:44,0,WRIST,0.3522,0.7853,0.0
left_ok_sign_3,Left,6,2026-06-04 14:57:44,1,THUMB_CMC,0.4042,0.7352,-0.0193
left_ok_sign_3,Left,6,2026-06-04 14:57:44,2,THUMB_MCP,0.4371,0.6583,-0.0308
left_ok_sign_3,Left,6,2026-06-04 14:57:44,3,THUMB_IP,0.4625,0.6002,-0.0449
left_ok_sign_3,Left,6,2026-06-04 14:57:44,4,THUMB_TIP,0.4729,0.5527,-0.0565
left_ok_sign_3,Left,6,2026-06-04 14:57:44,5,INDEX_MCP,0.3873,0.5334,-0.0036
left_ok_sign_3,Left,6,2026-06-04 14:57:44,6,INDEX_PIP,0.4185,0.4638,-0.0396
left_ok_sign_3,Left,6,2026-06-04 14:57:44,7,INDEX_DIP,0.4422,0.4772,-0.0706
left_ok_sign_3,Left,6,2026-06-04 14:57:44,8,INDEX_TIP,0.4522,0.5131,-0.0852
left_ok_sign_3,Left,6,2026-06-04 14:57:44,9,MIDDLE_MCP,0.3493,0.52,-0.0112
left_ok_sign_3,Left,6,2026-06-04 14:57:44,10,MIDDLE_PIP,0.3446,0.4136,-0.0285
left_ok_sign_3,Left,6,2026-06-04 14:57:44,11,MIDDLE_DIP,0.3445,0.3475,-0.0465
left_ok_sign_3,Left,6,2026-06-04 14:57:44,12,MIDDLE_TIP,0.3386,0.2916,-0.0589
left_ok_sign_3,Left,6,2026-06-04 14:57:44,13,RING_MCP,0.3146,0.5367,-0.0252
left_ok_sign_3,Left,6,2026-06-04 14:57:44,14,RING_PIP,0.301,0.4455,-0.0416
left_ok_sign_3,Left,6,2026-06-04 14:57:44,15,RING_DIP,0.2934,0.3852,-0.0548
left_ok_sign_3,Left,6,2026-06-04 14:57:44,16,RING_TIP,0.2849,0.3292,-0.0629
left_ok_sign_3,Left,6,2026-06-04 14:57:44,17,PINKY_MCP,0.2823,0.5768,-0.0422
left_ok_sign_3,Left,6,2026-06-04 14:57:44,18,PINKY_PIP,0.2601,0.5154,-0.0542
left_ok_sign_3,Left,6,2026-06-04 14:57:44,19,PINKY_DIP,0.244,0.4737,-0.0558
left_ok_sign_3,Left,6,2026-06-04 14:57:44,20,PINKY_TIP,0.2285,0.4347,-0.0556
left_ok_sign_4,Left,7,2026-06-04 14:57:55,0,WRIST,0.3837,0.7602,0.0
left_ok_sign_4,Left,7,2026-06-04 14:57:55,1,THUMB_CMC,0.4339,0.7033,-0.0261
left_ok_sign_4,Left,7,2026-06-04 14:57:55,2,THUMB_MCP,0.463,0.6147,-0.0406
left_ok_sign_4,Left,7,2026-06-04 14:57:55,3,THUMB_IP,0.4808,0.5342,-0.0574
left_ok_sign_4,Left,7,2026-06-04 14:57:55,4,THUMB_TIP,0.484,0.4662,-0.072
left_ok_sign_4,Left,7,2026-06-04 14:57:55,5,INDEX_MCP,0.4292,0.4799,-0.0062
left_ok_sign_4,Left,7,2026-06-04 14:57:55,6,INDEX_PIP,0.4496,0.3898,-0.0452
left_ok_sign_4,Left,7,2026-06-04 14:57:55,7,INDEX_DIP,0.4659,0.3909,-0.078
left_ok_sign_4,Left,7,2026-06-04 14:57:55,8,INDEX_TIP,0.4756,0.422,-0.0938
left_ok_sign_4,Left,7,2026-06-04 14:57:55,9,MIDDLE_MCP,0.3844,0.4665,-0.0116
left_ok_sign_4,Left,7,2026-06-04 14:57:55,10,MIDDLE_PIP,0.3756,0.3446,-0.029
left_ok_sign_4,Left,7,2026-06-04 14:57:55,11,MIDDLE_DIP,0.3703,0.2732,-0.0471
left_ok_sign_4,Left,7,2026-06-04 14:57:55,12,MIDDLE_TIP,0.3623,0.213,-0.06
left_ok_sign_4,Left,7,2026-06-04 14:57:55,13,RING_MCP,0.3449,0.4864,-0.0247
left_ok_sign_4,Left,7,2026-06-04 14:57:55,14,RING_PIP,0.326,0.3865,-0.0413
left_ok_sign_4,Left,7,2026-06-04 14:57:55,15,RING_DIP,0.3134,0.3215,-0.0553
left_ok_sign_4,Left,7,2026-06-04 14:57:55,16,RING_TIP,0.3024,0.2627,-0.0651
left_ok_sign_4,Left,7,2026-06-04 14:57:55,17,PINKY_MCP,0.3091,0.5336,-0.0417
left_ok_sign_4,Left,7,2026-06-04 14:57:55,18,PINKY_PIP,0.2865,0.4685,-0.0545
left_ok_sign_4,Left,7,2026-06-04 14:57:55,19,PINKY_DIP,0.27,0.4257,-0.0574
left_ok_sign_4,Left,7,2026-06-04 14:57:55,20,PINKY_TIP,0.2537,0.3862,-0.0588
